1.639999999999999858e+01,6.200000000000000000e+01,1.100000000000000000e+01,7.300000000000000000e+01,1.119999999999999929e+01,4.079999999999999716e+01,7.700000000000000178e+00,2.330000000000000071e+01,1.769000000000000057e+02,2.530000000000000071e+01,7.709999999999999432e+01,5.200000000000000178e+00,6.400000000000000355e+00,3.670000000000000284e+01,2.169999999999999929e+01,3.370000000000000284e+01,1.140000000000000036e+01,2.269999999999999929e+01,7.900000000000000355e+00,2.880000000000000071e+01,1.810000000000000142e+01,2.371400000000000000e+04,7.500000000000000000e+00
1.730000000000000071e+01,8.329999999999999716e+01,8.099999999999999645e+00,7.109999999999999432e+01,8.300000000000000711e+00,2.989999999999999858e+01,5.799999999999999822e+00,2.019999999999999929e+01,1.559000000000000057e+02,1.730000000000000071e+01,6.050000000000000000e+01,3.700000000000000178e+00,5.099999999999999645e+00,3.600000000000000000e+01,1.419999999999999929e+01,3.470000000000000284e+01,8.900000000000000355e+00,1.509999999999999964e+01,7.000000000000000000e+00,3.829999999999999716e+01,1.960000000000000142e+01,2.137500000000000000e+04,7.900000000000000355e+00
1.309999999999999964e+01,5.050000000000000000e+01,8.300000000000000711e+00,7.770000000000000284e+01,1.030000000000000071e+01,3.510000000000000142e+01,5.400000000000000355e+00,2.130000000000000071e+01,1.833000000000000114e+02,2.050000000000000000e+01,8.000000000000000000e+01,4.599999999999999645e+00,6.500000000000000000e+00,5.050000000000000000e+01,2.519999999999999929e+01,4.170000000000000284e+01,1.359999999999999964e+01,2.269999999999999929e+01,4.599999999999999645e+00,2.219999999999999929e+01,1.359999999999999964e+01,3.235500000000000000e+04,7.700000000000000178e+00
1.710000000000000142e+01,6.100000000000000000e+01,8.099999999999999645e+00,8.050000000000000000e+01,9.699999999999999289e+00,3.839999999999999858e+01,5.000000000000000000e+00,2.169999999999999929e+01,1.531999999999999886e+02,8.599999999999999645e+00,5.539999999999999858e+01,6.099999999999999645e+00,3.799999999999999822e+00,4.310000000000000142e+01,2.760000000000000142e+01,3.689999999999999858e+01,8.500000000000000000e+00,9.500000000000000000e+00,3.100000000000000089e+00,2.560000000000000142e+01,1.250000000000000000e+01,3.550300000000000000e+04,6.799999999999999822e+00
2.239999999999999858e+01,7.620000000000000284e+01,9.099999999999999645e+00,8.040000000000000568e+01,9.800000000000000711e+00,8.400000000000000355e+00,1.000000000000000000e+00,1.660000000000000142e+01,1.520999999999999943e+02,2.610000000000000142e+01,4.979999999999999716e+01,1.000000000000000000e+00,2.700000000000000178e+00,4.239999999999999858e+01,1.509999999999999964e+01,4.160000000000000142e+01,1.899999999999999911e+00,7.099999999999999645e+00,2.000000000000000111e-01,2.550000000000000000e+01,5.400000000000000355e+00,5.161500000000000000e+04,4.500000000000000000e+00
1.350000000000000000e+01,3.870000000000000284e+01,6.299999999999999822e+00,7.909999999999999432e+01,8.099999999999999645e+00,1.580000000000000071e+01,1.399999999999999911e+00,2.010000000000000142e+01,1.269000000000000057e+02,1.300000000000000000e+01,3.850000000000000000e+01,1.800000000000000044e+00,2.200000000000000178e+00,3.250000000000000000e+01,1.700000000000000000e+01,2.439999999999999858e+01,3.200000000000000178e+00,1.050000000000000000e+01,1.199999999999999956e+00,1.650000000000000000e+01,2.899999999999999911e+00,5.822700000000000000e+04,4.700000000000000178e+00
1.319999999999999929e+01,3.870000000000000284e+01,6.599999999999999645e+00,7.570000000000000284e+01,7.799999999999999822e+00,2.100000000000000089e+00,6.999999999999999556e-01,2.369999999999999929e+01,1.529000000000000057e+02,1.669999999999999929e+01,5.010000000000000142e+01,2.299999999999999822e+00,2.399999999999999911e+00,4.000000000000000000e+01,2.730000000000000071e+01,3.529999999999999716e+01,1.199999999999999956e+00,1.180000000000000071e+01,5.999999999999999778e-01,2.039999999999999858e+01,4.299999999999999822e+00,7.140300000000000000e+04,4.500000000000000000e+00
1.069999999999999929e+01,3.589999999999999858e+01,8.599999999999999645e+00,6.970000000000000284e+01,9.599999999999999645e+00,3.400000000000000000e+01,3.700000000000000178e+00,2.400000000000000000e+01,1.426999999999999886e+02,1.509999999999999964e+01,2.700000000000000000e+01,3.200000000000000178e+00,6.500000000000000000e+00,3.360000000000000142e+01,1.509999999999999964e+01,2.200000000000000000e+01,5.500000000000000000e+00,1.340000000000000036e+01,2.000000000000000000e+00,2.330000000000000071e+01,3.399999999999999911e+00,8.716300000000000000e+04,5.200000000000000178e+00
1.130000000000000071e+01,5.950000000000000000e+01,7.900000000000000355e+00,8.659999999999999432e+01,1.259999999999999964e+01,3.899999999999999911e+00,0.000000000000000000e+00,1.380000000000000071e+01,1.896999999999999886e+02,1.509999999999999964e+01,5.300000000000000000e+01,7.099999999999999645e+00,4.599999999999999645e+00,4.520000000000000284e+01,2.800000000000000000e+01,3.889999999999999858e+01,1.800000000000000044e+00,5.099999999999999645e+00,5.999999999999999778e-01,3.660000000000000142e+01,8.500000000000000000e+00,3.833700000000000000e+04,7.400000000000000355e+00
1.040000000000000036e+01,5.960000000000000142e+01,4.900000000000000355e+00,8.940000000000000568e+01,8.300000000000000711e+00,3.399999999999999911e+00,4.700000000000000178e+00,2.069999999999999929e+01,1.808000000000000114e+02,1.889999999999999858e+01,4.729999999999999716e+01,8.699999999999999289e+00,4.400000000000000355e+00,4.450000000000000000e+01,2.639999999999999858e+01,4.520000000000000284e+01,1.600000000000000089e+00,5.900000000000000355e+00,2.299999999999999822e+00,4.060000000000000142e+01,1.350000000000000000e+01,3.165900000000000000e+04,7.299999999999999822e+00
