7.700000000000000178e+00,2.360000000000000142e+01,8.699999999999999289e+00,1.819999999999999929e+01,2.750000000000000000e+01,2.393900000000000000e+04,3.900000000000000000e+01
7.799999999999999822e+00,1.719999999999999929e+01,8.800000000000000711e+00,2.080000000000000071e+01,3.850000000000000000e+01,2.304000000000000000e+04,4.600000000000000000e+01
3.799999999999999822e+00,2.400000000000000000e+01,8.900000000000000355e+00,1.180000000000000071e+01,2.219999999999999929e+01,3.578700000000000000e+04,2.000000000000000000e+01
3.399999999999999911e+00,1.090000000000000036e+01,8.199999999999999289e+00,1.340000000000000036e+01,2.550000000000000000e+01,3.752400000000000000e+04,1.700000000000000000e+01
2.999999999999999889e-01,7.500000000000000000e+00,5.200000000000000178e+00,4.500000000000000000e+00,2.619999999999999929e+01,5.712300000000000000e+04,6.000000000000000000e+00
1.100000000000000089e+00,1.140000000000000036e+01,4.700000000000000178e+00,2.600000000000000089e+00,1.700000000000000000e+01,6.005800000000000000e+04,5.000000000000000000e+00
8.000000000000000444e-01,1.230000000000000071e+01,5.099999999999999645e+00,3.600000000000000089e+00,2.150000000000000000e+01,7.155100000000000000e+04,2.000000000000000000e+00
1.899999999999999911e+00,1.290000000000000036e+01,7.000000000000000000e+00,2.500000000000000000e+00,2.260000000000000142e+01,8.866900000000000000e+04,1.000000000000000000e+00
1.100000000000000089e+00,3.299999999999999822e+00,6.500000000000000000e+00,7.400000000000000355e+00,3.529999999999999716e+01,4.095900000000000000e+04,8.000000000000000000e+00
2.000000000000000000e+00,5.400000000000000355e+00,9.000000000000000000e+00,1.150000000000000000e+01,3.950000000000000000e+01,3.287500000000000000e+04,2.100000000000000000e+01
2.700000000000000178e+00,8.599999999999999645e+00,1.240000000000000036e+01,1.340000000000000036e+01,3.550000000000000000e+01,2.775100000000000000e+04,2.500000000000000000e+01
1.100000000000000089e+00,7.500000000000000000e+00,6.799999999999999822e+00,4.900000000000000355e+00,4.050000000000000000e+01,4.416400000000000000e+04,1.100000000000000000e+01
3.899999999999999911e+00,1.319999999999999929e+01,9.900000000000000355e+00,1.440000000000000036e+01,3.900000000000000000e+01,2.657600000000000000e+04,3.300000000000000000e+01
1.130000000000000071e+01,1.919999999999999929e+01,1.000000000000000000e+01,3.289999999999999858e+01,3.200000000000000000e+01,2.132300000000000000e+04,5.300000000000000000e+01
4.099999999999999645e+00,1.159999999999999964e+01,1.259999999999999964e+01,1.930000000000000071e+01,3.400000000000000000e+01,2.433600000000000000e+04,3.500000000000000000e+01
6.299999999999999822e+00,1.309999999999999964e+01,1.000000000000000000e+01,2.239999999999999858e+01,3.160000000000000142e+01,2.724900000000000000e+04,3.400000000000000000e+01
5.200000000000000178e+00,1.059999999999999964e+01,1.000000000000000000e+01,1.619999999999999929e+01,3.360000000000000142e+01,2.628200000000000000e+04,2.800000000000000000e+01
8.099999999999999645e+00,1.530000000000000071e+01,1.380000000000000071e+01,2.350000000000000000e+01,3.860000000000000142e+01,2.201400000000000000e+04,5.000000000000000000e+01
1.080000000000000071e+01,1.869999999999999929e+01,1.459999999999999964e+01,3.729999999999999716e+01,3.729999999999999716e+01,1.546100000000000000e+04,7.000000000000000000e+01
6.900000000000000355e+00,2.050000000000000000e+01,1.309999999999999964e+01,4.160000000000000142e+01,3.639999999999999858e+01,1.508900000000000000e+04,7.100000000000000000e+01
6.000000000000000000e+00,1.530000000000000071e+01,9.199999999999999289e+00,2.469999999999999929e+01,3.100000000000000000e+01,2.003900000000000000e+04,4.200000000000000000e+01
3.200000000000000178e+00,1.680000000000000071e+01,8.199999999999999289e+00,1.480000000000000071e+01,2.619999999999999929e+01,3.190800000000000000e+04,2.300000000000000000e+01
1.480000000000000071e+01,3.389999999999999858e+01,1.730000000000000071e+01,3.539999999999999858e+01,3.800000000000000000e+01,1.378100000000000000e+04,8.500000000000000000e+01
2.299999999999999822e+00,1.469999999999999929e+01,6.599999999999999645e+00,1.290000000000000036e+01,2.169999999999999929e+01,4.319800000000000000e+04,1.000000000000000000e+01
6.299999999999999822e+00,2.860000000000000142e+01,2.260000000000000142e+01,2.439999999999999858e+01,3.789999999999999858e+01,1.595700000000000000e+04,7.300000000000000000e+01
9.400000000000000355e+00,4.170000000000000284e+01,2.580000000000000071e+01,2.450000000000000000e+01,4.360000000000000142e+01,1.093400000000000000e+04,9.200000000000000000e+01
8.199999999999999289e+00,4.239999999999999858e+01,1.960000000000000142e+01,2.130000000000000071e+01,4.320000000000000284e+01,1.296100000000000000e+04,8.300000000000000000e+01
3.799999999999999822e+00,2.060000000000000142e+01,1.069999999999999929e+01,9.599999999999999645e+00,2.219999999999999929e+01,4.468900000000000000e+04,1.500000000000000000e+01
7.400000000000000355e+00,4.310000000000000142e+01,2.119999999999999929e+01,2.760000000000000142e+01,4.270000000000000284e+01,1.203400000000000000e+04,8.700000000000000000e+01
