1.519999999999999929e+01,3.069999999999999929e+01,1.580000000000000071e+01,5.479999999999999716e+01,3.379999999999999716e+01,1.040200000000000000e+04,9.600000000000000000e+01
9.599999999999999645e+00,2.580000000000000071e+01,1.580000000000000071e+01,4.070000000000000284e+01,3.260000000000000142e+01,1.644400000000000000e+04,7.600000000000000000e+01
1.500000000000000000e+00,1.469999999999999929e+01,5.700000000000000178e+00,3.100000000000000089e+00,1.350000000000000000e+01,6.552600000000000000e+04,3.000000000000000000e+00
1.300000000000000044e+00,1.380000000000000071e+01,4.900000000000000355e+00,7.400000000000000355e+00,2.180000000000000071e+01,5.907700000000000000e+04,7.000000000000000000e+00
5.700000000000000178e+00,4.010000000000000142e+01,1.669999999999999929e+01,3.450000000000000000e+01,3.829999999999999716e+01,1.614800000000000000e+04,8.200000000000000000e+01
1.800000000000000044e+00,2.960000000000000142e+01,1.819999999999999929e+01,1.430000000000000071e+01,3.069999999999999929e+01,2.379100000000000000e+04,4.700000000000000000e+01
1.300000000000000044e+00,3.970000000000000284e+01,2.869999999999999929e+01,1.839999999999999858e+01,4.039999999999999858e+01,1.925200000000000000e+04,7.800000000000000000e+01
3.200000000000000178e+00,5.120000000000000284e+01,3.389999999999999858e+01,2.660000000000000142e+01,4.489999999999999858e+01,1.043200000000000000e+04,9.700000000000000000e+01
3.299999999999999822e+00,2.930000000000000071e+01,2.430000000000000071e+01,1.590000000000000036e+01,3.950000000000000000e+01,2.347200000000000000e+04,5.700000000000000000e+01
2.399999999999999911e+00,2.169999999999999929e+01,1.569999999999999929e+01,1.130000000000000071e+01,3.539999999999999858e+01,3.591100000000000000e+04,2.600000000000000000e+01
5.599999999999999645e+00,4.210000000000000142e+01,2.860000000000000142e+01,2.539999999999999858e+01,4.279999999999999716e+01,1.378500000000000000e+04,8.800000000000000000e+01
1.500000000000000000e+00,1.839999999999999858e+01,8.400000000000000355e+00,4.299999999999999822e+00,2.619999999999999929e+01,3.905600000000000000e+04,1.400000000000000000e+01
2.899999999999999911e+00,3.069999999999999929e+01,2.339999999999999858e+01,1.650000000000000000e+01,3.610000000000000142e+01,1.867200000000000000e+04,5.800000000000000000e+01
2.799999999999999822e+00,3.110000000000000142e+01,2.000000000000000000e+01,1.400000000000000000e+01,3.570000000000000284e+01,1.939800000000000000e+04,5.500000000000000000e+01
3.299999999999999822e+00,2.780000000000000071e+01,2.400000000000000000e+01,1.450000000000000000e+01,4.029999999999999716e+01,1.888100000000000000e+04,6.000000000000000000e+01
1.399999999999999911e+00,1.719999999999999929e+01,2.110000000000000142e+01,1.059999999999999964e+01,3.929999999999999716e+01,2.445400000000000000e+04,4.100000000000000000e+01
4.700000000000000178e+00,2.980000000000000071e+01,1.969999999999999929e+01,2.660000000000000142e+01,4.110000000000000142e+01,1.657900000000000000e+04,7.500000000000000000e+01
6.799999999999999822e+00,3.300000000000000000e+01,1.860000000000000142e+01,1.930000000000000071e+01,4.270000000000000284e+01,1.251500000000000000e+04,7.900000000000000000e+01
2.100000000000000089e+00,1.150000000000000000e+01,2.000000000000000000e+01,1.100000000000000000e+01,4.400000000000000000e+01,2.888700000000000000e+04,3.800000000000000000e+01
2.500000000000000000e+00,1.980000000000000071e+01,2.030000000000000071e+01,1.689999999999999858e+01,4.120000000000000284e+01,1.794900000000000000e+04,5.200000000000000000e+01
1.500000000000000000e+00,2.160000000000000142e+01,2.280000000000000071e+01,1.309999999999999964e+01,3.860000000000000142e+01,2.058800000000000000e+04,5.100000000000000000e+01
4.000000000000000000e+00,2.919999999999999929e+01,1.630000000000000071e+01,2.100000000000000000e+01,3.950000000000000000e+01,1.468500000000000000e+04,6.500000000000000000e+01
6.799999999999999822e+00,1.919999999999999929e+01,1.209999999999999964e+01,3.189999999999999858e+01,4.279999999999999716e+01,1.710400000000000000e+04,6.400000000000000000e+01
3.299999999999999822e+00,2.589999999999999858e+01,1.939999999999999858e+01,2.050000000000000000e+01,4.210000000000000142e+01,1.656300000000000000e+04,6.200000000000000000e+01
5.799999999999999822e+00,5.650000000000000000e+01,3.460000000000000142e+01,2.750000000000000000e+01,5.150000000000000000e+01,8.201000000000000000e+03,9.800000000000000000e+01
3.299999999999999822e+00,1.710000000000000142e+01,9.599999999999999645e+00,1.919999999999999929e+01,4.289999999999999858e+01,2.267700000000000000e+04,4.400000000000000000e+01
2.600000000000000089e+00,8.800000000000000711e+00,1.130000000000000071e+01,1.930000000000000071e+01,3.810000000000000142e+01,2.635300000000000000e+04,3.200000000000000000e+01
8.500000000000000000e+00,1.409999999999999964e+01,1.650000000000000000e+01,3.589999999999999858e+01,3.920000000000000284e+01,1.613400000000000000e+04,6.700000000000000000e+01
1.440000000000000036e+01,2.360000000000000142e+01,1.390000000000000036e+01,4.510000000000000142e+01,3.929999999999999716e+01,1.308900000000000000e+04,8.400000000000000000e+01
7.200000000000000178e+00,1.869999999999999929e+01,1.340000000000000036e+01,3.289999999999999858e+01,3.560000000000000142e+01,1.695400000000000000e+04,6.100000000000000000e+01
4.500000000000000000e+00,1.889999999999999858e+01,1.369999999999999929e+01,2.219999999999999929e+01,3.130000000000000071e+01,2.269400000000000000e+04,4.300000000000000000e+01
1.190000000000000036e+01,2.900000000000000000e+01,2.300000000000000000e+01,4.150000000000000000e+01,3.889999999999999858e+01,1.276500000000000000e+04,9.100000000000000000e+01
1.109999999999999964e+01,1.559999999999999964e+01,1.669999999999999929e+01,3.700000000000000000e+01,3.770000000000000284e+01,1.575400000000000000e+04,6.900000000000000000e+01
1.580000000000000071e+01,2.339999999999999858e+01,1.819999999999999929e+01,5.150000000000000000e+01,3.879999999999999716e+01,1.217100000000000000e+04,9.300000000000000000e+01
2.700000000000000178e+00,8.900000000000000355e+00,9.500000000000000000e+00,1.880000000000000071e+01,3.760000000000000142e+01,2.511300000000000000e+04,2.900000000000000000e+01
5.799999999999999822e+00,1.490000000000000036e+01,9.599999999999999645e+00,3.360000000000000142e+01,3.960000000000000142e+01,1.690700000000000000e+04,5.600000000000000000e+01
7.599999999999999645e+00,2.789999999999999858e+01,1.710000000000000142e+01,3.119999999999999929e+01,4.060000000000000142e+01,1.323100000000000000e+04,8.000000000000000000e+01
4.799999999999999822e+00,3.439999999999999858e+01,3.589999999999999858e+01,2.630000000000000071e+01,4.070000000000000284e+01,1.131700000000000000e+04,8.900000000000000000e+01
3.799999999999999822e+00,4.660000000000000142e+01,2.800000000000000000e+01,2.850000000000000000e+01,4.250000000000000000e+01,1.188800000000000000e+04,9.400000000000000000e+01
3.600000000000000089e+00,2.960000000000000142e+01,2.300000000000000000e+01,1.650000000000000000e+01,4.100000000000000000e+01,1.728500000000000000e+04,6.600000000000000000e+01
4.000000000000000000e+00,1.040000000000000036e+01,1.169999999999999929e+01,1.769999999999999929e+01,3.689999999999999858e+01,2.348200000000000000e+04,3.700000000000000000e+01
4.000000000000000000e+00,2.760000000000000142e+01,2.830000000000000071e+01,1.850000000000000000e+01,4.189999999999999858e+01,1.552800000000000000e+04,7.400000000000000000e+01
9.000000000000000222e-01,5.099999999999999645e+00,8.000000000000000000e+00,3.700000000000000178e+00,4.050000000000000000e+01,3.952300000000000000e+04,1.200000000000000000e+01
1.100000000000000089e+00,1.689999999999999858e+01,2.080000000000000071e+01,1.369999999999999929e+01,4.260000000000000142e+01,1.971300000000000000e+04,4.800000000000000000e+01
1.000000000000000000e+00,3.399999999999999911e+00,8.699999999999999289e+00,4.299999999999999822e+00,3.679999999999999716e+01,3.438100000000000000e+04,1.600000000000000000e+01
8.000000000000000444e-01,1.319999999999999929e+01,1.500000000000000000e+01,1.080000000000000071e+01,4.029999999999999716e+01,2.714900000000000000e+04,3.000000000000000000e+01
3.600000000000000089e+00,1.540000000000000036e+01,7.099999999999999645e+00,1.090000000000000036e+01,3.030000000000000071e+01,2.582800000000000000e+04,2.400000000000000000e+01
4.099999999999999645e+00,1.819999999999999929e+01,9.199999999999999289e+00,9.699999999999999289e+00,2.380000000000000071e+01,3.338500000000000000e+04,1.900000000000000000e+01
